	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
5639	0	0	1	0	0	0	0	0	0	0	1	0	относиттать	1	VERB
5640	0	0	4	0	0	0	0	1	0	0	8	3	хватаето	5	PRON
5641	0	0	0	0	1	0	0	1	0	0	5	3	гвоздить	2	VERB
5642	0	1	0	0	2	0	0	9	0	0	87	75	закончивать	12	VERB
5643	0	1	15	0	0	0	0	0	0	0	823	807	гитлер	16	PROPN
5644	1	2	2	0	1	0	0	7	0	1	103	89	дывать	14	VERB
5645	0	0	1	0	0	0	0	0	0	0	64	63	очаг	1	PROPN
5646	2	2	15	0	0	0	0	0	0	0	1721	1702	парламент	19	NOUN
5647	0	0	1	0	1	0	0	3	0	0	37	32	оповещать	5	VERB
5648	2	0	0	0	2	0	0	0	0	0	9	5	уйдить	4	VERB
5649	0	0	0	0	0	0	0	0	0	1	1	0	возродиваться	1	VERB
5650	0	0	1	0	0	0	0	0	0	0	1	0	бандерождение	1	NOUN
5651	1	3	0	0	0	0	0	1	0	0	40	35	сменивать	5	VERB
5652	0	1	1	0	0	0	0	10	0	0	42	30	прохаживаться	12	VERB
5653	1	0	7	0	0	0	0	0	0	0	848	840	сбор	8	NOUN
5654	0	0	1	0	0	0	0	0	0	0	4	3	подотчетность	1	NOUN
5655	0	0	1	0	0	0	0	0	0	0	1	0	Подкачать	1	VERB
5656	2	0	7	0	0	0	0	0	0	0	10	1	прощ	9	NOUN
5657	0	0	3	0	0	0	0	0	0	0	5	2	проща	3	NOUN
5658	0	1	4	0	0	0	0	0	0	0	96	91	больный	5	ADJ
5659	2	1	6	0	0	0	0	0	0	0	577	568	провокация	9	NOUN
5660	1	0	2	0	0	0	0	3	0	2	17	9	марать	8	VERB
5661	0	0	9	0	0	0	0	0	0	0	23	14	соответствуть	9	VERB
5662	0	0	4	0	0	0	0	0	0	0	626	622	традиционный	4	ADJ
5663	0	0	1	0	0	0	0	0	0	0	1	0	Райком	1	NOUN
5664	0	0	1	0	0	0	0	0	0	0	3	2	тяинать	1	VERB
5665	0	0	11	0	0	0	0	18	0	1	307	277	вечно	30	ADV
5666	0	0	0	0	0	0	0	1	0	0	1	0	достигшать	1	VERB
5667	0	0	2	0	0	0	0	0	0	0	50	48	персоналия	2	NOUN
5668	1	0	1	0	0	0	0	1	0	0	16	13	спрашиваться	3	VERB
5669	1	1	4	0	1	0	0	10	2	2	236	215	срывать	21	VERB
5670	1	1	7	0	1	0	0	5	0	2	92	75	забанять	17	VERB
5671	0	0	2	0	1	0	0	1	0	0	39	35	прещёть	4	VERB
5672	0	0	1	0	0	0	0	0	0	0	1	0	обани	1	PRON
5673	0	0	0	0	0	0	0	2	0	0	6	4	самоликвидироваться	2	VERB
5674	1	2	15	0	0	0	0	0	0	0	1828	1810	машина	18	NOUN
5675	0	0	0	0	0	0	0	1	0	2	16	13	реорганизовать	3	VERB
5676	0	0	0	0	0	0	0	2	0	0	11	9	обозначаться	2	VERB
5677	2	0	17	0	0	0	0	0	0	0	1596	1577	товарищ	19	NOUN
5678	0	3	0	0	1	0	0	4	0	0	34	26	Дать	8	VERB
5679	0	2	4	0	0	0	0	4	0	0	40	30	сворачивать	10	VERB
5680	0	0	2	0	0	0	0	2	0	0	14	10	запугывать	4	VERB
5681	0	0	8	0	0	0	0	23	0	1	124	92	прикладывать	32	VERB
5682	0	1	1	0	0	0	0	4	2	0	40	32	овладевать	8	VERB
5683	0	2	10	0	0	0	1	0	0	0	2078	2065	завод	13	NOUN
5684	0	0	0	0	0	0	0	1	0	0	1	0	жалать	1	VERB
5685	1	0	2	0	1	0	0	3	0	0	78	71	изживать	7	VERB
5686	0	0	0	0	0	0	0	1	0	0	4	3	научяться	1	VERB
5687	2	2	5	0	1	0	0	7	0	3	120	100	провозглашать	20	VERB
5688	0	0	0	0	0	0	0	0	0	1	7	6	куть	1	VERB
5689	1	0	0	0	0	0	0	0	0	0	65	64	непобедимый	1	ADJ
5690	0	0	0	0	1	0	0	0	0	0	3	2	сегодняотреть	1	VERB
5691	5	3	10	0	3	0	1	41	0	7	252	182	заработать	70	VERB
5692	0	2	2	0	0	0	0	11	0	1	48	32	свалять	16	VERB
5693	0	1	12	0	0	0	0	0	0	0	1082	1069	китай	13	PROPN
5694	0	0	2	0	0	0	0	0	0	0	6	4	делает	2	NOUN
5695	0	0	1	0	0	0	0	2	0	0	3	0	афишироваться	3	VERB
5696	0	0	0	0	0	0	0	9	0	0	16	7	принедать	9	VERB
5697	0	0	0	0	2	0	0	1	0	1	500	496	уть	4	VERB
5698	0	0	0	0	1	0	0	1	0	1	22	19	полнить	3	VERB
5699	0	0	0	0	1	0	0	5	0	0	20	14	обменивать	6	VERB
5700	0	0	1	0	0	0	0	0	0	0	1	0	устаать	1	VERB
5701	0	2	7	0	0	0	1	16	0	4	117	87	очернять	30	VERB
5702	0	0	4	0	0	0	0	1	0	3	14	6	использать	8	VERB
5703	12	15	79	0	0	0	0	0	0	0	8313	8207	жириновский	106	PROPN
5704	3	2	22	0	0	0	1	0	0	0	2172	2144	касьянов	28	PROPN
5705	1	0	0	0	0	0	0	0	0	0	3	2	девчуля	1	NOUN
5706	0	0	25	0	0	0	0	0	0	0	37	12	совместимый	25	ADJ
5707	0	0	3	0	0	0	0	0	0	1	7	3	сочетаваться	4	VERB
5708	0	0	0	0	0	0	0	2	0	0	11	9	,никто	2	PRON
5709	0	0	2	0	1	0	0	0	0	0	11	8	расказывать	3	VERB
5710	0	0	5	0	0	0	0	0	0	0	186	181	костюм	5	NOUN
5711	0	0	1	0	0	0	0	0	0	0	5	4	облачать	1	VERB
5712	2	1	26	0	0	0	0	0	0	0	900	871	клоун	29	NOUN
5713	0	0	8	0	0	0	0	0	0	0	2496	2488	американский	8	ADJ
5714	0	1	3	0	0	0	0	0	0	0	6	2	обломиваться	4	VERB
5715	2	2	0	0	0	0	0	0	0	0	67	63	скина	4	NOUN
5716	1	0	2	0	0	0	0	0	0	0	7	4	аргументо	3	PRON
5717	0	1	9	0	1	0	0	6	0	1	66	48	сдаться	18	VERB
5718	0	0	1	0	2	0	0	7	0	0	315	305	медленно	10	ADV
5719	0	0	0	0	0	0	0	1	0	0	1	0	несаться	1	VERB
5720	0	0	1	0	0	0	0	0	0	0	4	3	фокин	1	NOUN
5721	0	0	4	0	0	0	0	0	0	0	556	552	убеждение	4	NOUN
5722	0	1	9	0	0	0	0	0	0	1	21	10	пикнуть	11	VERB
5723	1	0	4	0	0	0	0	4	0	2	80	69	приостанавливать	11	VERB
5724	1	4	0	4	0	0	0	6	0	1	116	100	крыть	16	VERB
5725	1	0	0	0	0	0	0	0	0	0	1	0	солидаризироваваться	1	VERB
5726	0	0	1	0	0	0	0	1	0	4	98	92	умалчивать	6	VERB
5727	0	0	1	0	0	0	0	0	0	0	116	115	миллионный	1	ADJ
5728	0	0	2	0	0	0	0	0	0	0	34	32	империалист	2	NOUN
5729	5	3	30	0	2	0	1	9	0	0	273	223	гореть	50	VERB
5730	0	0	1	0	0	0	0	0	0	0	6	5	замаранный	1	ADJ
5731	0	0	12	0	0	0	0	6	2	0	126	106	выбрасывать	20	VERB
5732	2	1	5	0	2	0	0	6	0	0	93	77	скидывать	16	VERB
5733	4	4	49	0	0	0	2	0	0	0	2507	2448	либерал	59	NOUN
5734	0	0	0	0	0	0	0	1	0	0	1	0	притеняться	1	VERB
5735	0	0	1	0	0	0	0	0	0	0	12	11	кнопк	1	NOUN
5736	0	1	6	0	0	0	0	0	0	0	961	954	министерство	7	NOUN
5737	0	0	0	0	0	0	0	2	0	0	6	4	заронять	2	VERB
5738	0	1	0	0	0	0	0	0	0	0	5	4	сергя	1	NOUN
5739	0	0	1	0	0	0	0	0	0	0	72	71	иммунитет	1	NOUN
5740	1	0	6	0	1	0	0	2	0	2	110	98	баллотируться	12	VERB
5741	0	0	0	0	0	0	0	1	0	0	12	11	Эть	1	VERB
5742	0	1	7	0	0	0	0	0	0	0	467	459	Путин	8	PROPN
5743	1	0	3	0	0	0	0	1	0	0	28	23	пьть	5	VERB
5744	0	0	6	0	0	0	0	0	0	0	44	38	работить	6	VERB
5745	1	1	0	0	0	0	0	0	0	0	2	0	спрф	2	PROPN
5746	0	0	3	0	0	0	0	0	0	0	5	2	воспрещать	3	VERB
5747	0	0	6	0	0	0	0	0	0	0	1349	1343	активный	6	ADJ
5748	0	0	0	0	1	0	0	0	0	0	5	4	расудить	1	VERB
5749	1	0	7	0	0	0	0	1	0	0	18	9	найдёться	9	VERB
5750	0	0	0	0	0	0	0	0	0	1	4	3	ошться	1	VERB
5751	0	0	1	0	0	0	0	0	0	0	2	1	Мисать	1	VERB
5752	0	1	0	0	0	0	0	0	0	0	447	446	вес	1	NOUN
5753	1	0	4	0	0	0	0	0	0	0	287	282	птица	5	NOUN
5754	0	0	1	0	0	0	0	0	0	0	12	11	хапуг	1	NOUN
5755	3	1	8	0	0	0	0	4	2	2	75	55	разрушаться	20	VERB
5756	0	0	4	0	0	0	0	0	0	0	6	2	используять	4	VERB
5757	0	0	1	0	0	0	0	2	0	0	52	49	езоть	3	VERB
5758	0	0	1	0	0	0	0	6	0	0	26	19	послезавтра	7	ADV
5759	0	0	0	0	0	0	0	1	0	0	15	14	Любить	1	VERB
5760	0	0	1	0	0	0	0	0	0	0	2	1	пиздаболам	1	NOUN
5761	1	0	1	0	0	0	0	0	0	1	11	8	возьмуться	3	VERB
5762	0	0	0	0	0	0	0	1	0	2	10	7	прилипнуть	3	VERB
5763	0	0	1	0	0	0	0	0	0	0	5	4	37й	1	ADJ
5764	0	0	2	0	0	0	0	0	0	0	3	1	Умирать	2	VERB
5765	0	0	6	0	1	0	0	0	0	0	6	-1	Мелочяться	7	VERB
5766	0	1	1	0	0	0	0	1	0	0	33	30	сначать	3	VERB
5767	0	0	0	0	0	0	0	1	0	0	1	0	СШАконечно	1	ADV
5768	0	0	2	0	0	0	0	1	0	0	19	16	расхваливать	3	VERB
5769	0	0	3	0	0	0	0	0	0	0	23	20	мэрский	3	ADJ
5770	18	24	47	0	0	0	1	0	0	0	18763	18673	другой	90	ADJ
5771	0	0	5	0	0	0	0	0	0	0	536	531	соратник	5	NOUN
5772	0	3	1	0	0	0	0	3	0	0	17	10	выполинать	7	VERB
5773	0	0	1	0	0	0	0	1	0	0	21	19	плодиться	2	VERB
5774	0	2	3	0	0	0	0	3	0	0	6	-2	просаживать	8	VERB
5775	2	0	18	0	1	0	0	43	0	7	200	129	лечить	71	VERB
5776	0	0	7	0	0	0	0	0	0	0	397	390	колония	7	NOUN
5777	1	0	0	0	0	0	0	0	0	0	1	0	зиционируться	1	VERB
5778	3	1	14	0	0	0	0	0	0	0	5229	5211	глава	18	NOUN
5779	1	2	14	0	0	0	0	0	0	0	2101	2084	коррупция	17	NOUN
5780	1	1	9	0	0	0	0	0	0	0	729	718	тв	11	PROPN
5781	1	0	0	0	0	0	0	0	0	0	3	2	хаастать	1	VERB
5782	0	4	5	0	0	0	0	0	0	0	376	367	пятница	9	NOUN
5783	1	0	0	0	0	0	0	0	0	0	19	18	олигархой	1	ADJ
5784	2	0	3	0	0	0	0	0	0	2	53	46	бесеть	7	VERB
5785	0	0	1	0	0	0	0	0	0	0	27	26	кресел	1	NOUN
5786	4	0	1	0	0	0	0	0	0	0	230	225	грубый	5	ADJ
5787	0	1	10	0	1	0	0	13	0	2	44	17	вергать	27	VERB
5788	0	2	0	0	0	0	0	1	0	0	25	22	подывать	3	VERB
5789	0	0	0	0	0	0	0	4	0	0	11	7	дкинуть	4	VERB
5790	0	0	1	0	0	0	0	0	0	0	2	1	хулять	1	VERB
5791	1	0	10	0	1	0	0	5	0	0	61	44	вестись	17	VERB
5792	0	0	2	0	0	0	0	1	0	0	8	5	сознаться	3	VERB
5793	0	0	0	0	0	0	0	1	0	0	2	1	адвокааать	1	VERB
5794	0	0	0	0	0	0	0	1	0	1	21	19	дебивать	2	VERB
5795	0	0	0	0	0	0	0	1	0	0	8	7	-вы	1	PRON
5796	3	0	9	0	2	0	0	17	0	1	203	171	вытаскивать	32	VERB
5797	0	0	1	0	0	0	0	0	0	0	1	0	смой	1	DET
5798	1	0	8	0	0	0	0	0	0	0	1380	1371	продукт	9	NOUN
5799	0	0	2	0	0	0	0	0	0	0	2	0	пропустили.	2	NOUN
5800	0	0	0	0	0	0	0	1	0	0	25	24	дайнеко	1	ADV
5801	0	0	1	0	0	0	0	0	0	0	12	11	финать	1	VERB
5802	0	0	11	0	0	0	0	0	0	0	240	229	легитимность	11	NOUN
5803	0	0	5	0	0	0	0	4	0	2	71	60	перерастать	11	VERB
5804	0	0	0	0	0	0	0	1	0	0	18	17	поесть	1	VERB
5805	0	0	0	0	0	0	0	2	0	1	15	12	обзываться	3	VERB
5806	0	0	0	0	0	0	0	1	0	0	28	27	типнуть	1	VERB
5807	0	0	8	0	0	0	0	0	0	0	8	0	сдавайся	8	ADJ
5808	1	0	4	0	0	0	0	0	0	0	7	2	брыкаться	5	VERB
5809	0	0	4	0	0	0	0	2	0	1	14	7	договаривать	7	VERB
5810	1	0	0	0	0	0	0	0	0	0	1	0	узколобик	1	NOUN
5811	0	1	0	0	0	0	0	0	0	0	1	0	вредить.	1	NOUN
5812	0	0	1	0	0	0	0	0	0	0	1	0	эдаколо	1	ADP
5813	0	0	1	0	2	0	0	0	0	0	20	17	постеть	3	VERB
5814	0	0	3	0	0	0	0	1	0	0	43	39	разочаровываться	4	VERB
5815	0	0	0	0	0	0	0	1	0	0	1	0	защизать	1	VERB
5816	0	1	0	0	0	0	0	0	0	0	25	24	подкрепление	1	NOUN
5817	0	0	1	0	0	0	0	0	0	0	6	5	шьть	1	VERB
5818	0	0	1	0	0	0	0	0	0	0	1	0	рет,короко	1	ADV
5819	0	0	0	0	0	0	0	2	0	1	23	20	коллективно	3	ADV
5820	0	2	2	0	0	0	0	0	0	0	5	1	обсмеивать	4	VERB
5821	0	0	8	0	0	0	0	15	2	0	144	119	выращивать	25	VERB
5822	0	0	3	0	0	0	0	0	0	0	110	107	застой	3	NOUN
5823	1	0	1	0	0	0	0	0	0	0	2	0	предствлять	2	VERB
5824	0	0	1	0	0	0	0	1	0	0	226	224	мощь	2	VERB
5825	0	0	0	0	1	0	0	0	0	0	22	21	зачитывать	1	VERB
5826	1	0	0	0	0	0	0	2	0	0	30	27	.то	3	PRON
5827	0	0	1	0	0	0	0	3	0	0	17	13	попредставать	4	VERB
5828	0	0	0	0	0	0	0	1	0	1	4	2	утоать	2	VERB
5829	0	2	6	0	0	0	0	2	0	0	825	815	честь	10	VERB
5830	0	0	9	0	0	0	0	1	0	0	25	15	голословно	10	ADV
5831	0	0	1	0	0	0	0	0	0	0	14	13	выкатывать	1	VERB
5832	1	0	1	0	4	0	0	18	0	1	47	22	брасывать	25	VERB
5833	0	1	2	0	0	0	0	0	0	0	99	96	толерантность	3	NOUN
5834	0	0	2	0	0	0	0	0	0	0	2	0	выдумываю.	2	NOUN
5835	1	0	0	0	0	0	0	0	0	0	2	1	развальнять	1	VERB
5836	4	1	27	0	1	0	0	4	0	2	99	60	улучшаться	39	VERB
5837	0	0	0	0	0	0	0	0	0	1	3	2	Расчитывать	1	VERB
5838	1	0	1	0	0	0	0	0	0	0	1	-1	пропадвать	2	VERB
5839	5	1	0	0	0	0	2	0	0	0	778	770	незаконный	8	ADJ
5840	1	0	6	0	1	0	0	7	0	1	183	167	улыбаться	16	VERB
5841	2	0	2	0	0	0	0	3	0	2	61	52	казнить	9	VERB
5842	0	0	6	0	0	0	0	0	0	0	41	35	одноразовый	6	ADJ
5843	0	0	3	0	0	0	0	0	0	0	6	3	понять.	3	NOUN
5844	0	1	0	0	0	0	0	0	0	0	4	3	хлебушек	1	NOUN
5845	0	0	3	0	0	0	0	0	0	0	9	6	Говори	3	PROPN
5846	1	4	11	0	0	0	2	12	0	0	293	263	оккупировать	30	VERB
5847	1	0	2	0	0	0	0	0	0	0	11	8	оккупировывать	3	VERB
5848	0	0	2	0	0	0	0	0	0	0	13	11	зверье	2	PRON
5849	5	1	7	0	1	0	1	26	0	3	376	332	поздравлять	44	VERB
5850	0	0	1	0	0	0	0	0	0	0	10	9	заведут	1	ADJ
5851	1	0	1	0	0	0	0	4	0	0	52	46	нарисовывать	6	VERB
5852	0	0	4	0	0	0	0	1	0	0	111	106	убедительно	5	ADV
5853	0	0	1	0	0	0	0	4	0	0	55	50	тренироваться	5	VERB
5854	0	1	1	0	0	0	0	1	0	1	17	13	сгнять	4	VERB
5855	0	0	1	0	0	0	0	1	0	0	55	53	демонстративно	2	ADV
5856	0	1	6	0	0	0	1	1	0	0	33	24	притеснять	9	VERB
5857	0	0	0	0	0	0	0	0	0	1	2	1	зарубиться	1	VERB
5858	0	0	0	0	0	0	0	4	0	0	7	3	отряды	4	ADV
5859	0	0	1	0	0	0	0	1	0	0	11	9	составляться	2	VERB
5860	3	3	1	0	0	0	0	6	2	0	78	63	прервать	15	VERB
5861	0	0	0	0	0	0	0	4	0	1	12	7	выработавать	5	VERB
5862	0	0	20	0	0	0	0	0	0	0	14428	14408	ни	20	PART
5863	1	1	0	0	0	0	0	0	0	0	38	36	неразумный	2	ADJ
5864	0	0	0	0	0	0	0	1	0	0	29	28	немеденно	1	ADV
5865	0	0	3	0	0	0	0	0	0	0	211	208	теоретический	3	ADJ
5866	0	0	0	0	0	0	0	1	0	0	13	12	доведять	1	VERB
5867	0	0	0	0	0	0	0	3	0	0	6	3	немедленне	3	ADV
5868	0	0	1	0	0	0	0	15	0	2	84	66	вырабатывать	18	VERB
5869	1	1	12	0	0	0	0	10	0	2	101	75	причислять	26	VERB
5870	1	4	9	0	1	0	0	12	0	1	132	104	отделять	28	VERB
5871	0	0	3	0	0	0	0	1	0	0	22	18	плачать	4	VERB
5872	0	0	0	0	0	0	0	1	0	1	17	15	людмить	2	VERB
5873	0	0	1	0	0	0	0	0	0	0	108	107	Делягин	1	PROPN
5874	2	5	1	0	0	0	0	10	2	1	149	128	призвать	21	VERB
5875	0	1	0	0	0	0	0	0	0	0	2	1	анка	1	NOUN
5876	5	1	7	0	0	0	1	0	0	0	960	946	тяжелый	14	ADJ
5877	2	12	12	0	0	0	0	0	0	0	2495	2469	Жириновский	26	PROPN
5878	0	0	1	0	0	0	0	0	0	0	1	0	усвоять	1	VERB
5879	0	0	1	0	0	0	0	0	0	0	274	273	ирак	1	PROPN
5880	2	1	45	0	0	0	1	0	0	0	5439	5390	украина	49	PROPN
5881	0	0	0	0	0	0	0	1	0	0	1	0	Смести	1	VERB
5882	1	1	0	0	0	0	0	2	0	0	20	16	раздроблять	4	VERB
5883	0	0	0	0	0	0	0	2	0	0	4	2	приберегать	2	VERB
5884	0	0	0	0	1	0	0	0	0	0	1	0	заслуживаем	1	ADV
5885	2	2	3	0	1	0	0	14	0	17	199	160	укреплять	39	VERB
5886	0	0	1	0	0	0	0	0	0	0	8	7	сговорчивый	1	ADJ
5887	0	0	0	0	0	0	0	1	0	0	4	3	выкуривать	1	VERB
5888	1	2	8	0	2	0	0	3	0	4	102	82	губить	20	VERB
5889	7	3	28	0	0	0	0	0	0	0	4879	4841	история	38	PROPN
5890	0	0	0	0	0	0	0	0	0	1	2	1	Горать	1	VERB
5891	0	0	2	0	0	0	0	2	0	1	12	7	учтать	5	VERB
5892	0	0	0	0	0	0	0	1	0	1	2	0	проведевать	2	VERB
5893	0	0	4	0	0	0	2	0	0	0	89	83	выигрыш	6	NOUN
5894	0	4	9	0	0	0	0	0	0	0	927	914	красивый	13	ADJ
5895	0	0	2	0	0	0	0	3	0	0	19	14	докапываться	5	VERB
5896	1	0	1	0	0	0	0	0	0	0	61	59	придурк	2	NOUN
5897	0	0	0	0	0	0	0	7	0	0	30	23	отнивать	7	VERB
5898	0	1	0	0	0	0	0	0	0	0	3	2	мюнхаузный	1	ADJ
5899	1	0	1	0	3	0	0	1	0	0	24	18	ищить	6	VERB
5900	1	0	3	0	1	0	0	6	0	4	85	70	пихать	15	VERB
5901	0	0	8	0	0	0	0	3	0	0	24	13	зевать	11	VERB
5902	0	0	6	0	0	0	0	0	0	0	156	150	подачка	6	NOUN
5903	0	0	0	0	0	0	0	1	0	0	1	0	поудалять	1	VERB
5904	0	0	0	0	0	0	0	0	0	1	1	0	проматеривать	1	VERB
5905	0	0	3	0	0	0	0	0	0	0	19	16	Сидить	3	VERB
5906	0	0	2	0	0	0	0	0	0	1	4	1	Смогать	3	VERB
5907	0	0	1	0	0	0	0	0	0	0	1	0	Бюлетеный	1	ADJ
5908	2	0	0	0	0	0	0	0	0	0	14	12	Пойй	2	ADJ
5909	1	0	16	0	0	0	2	0	0	0	3204	3185	имя	19	PROPN
5910	0	0	1	0	0	0	0	0	0	0	5	4	шеводить	1	VERB
5911	1	1	1	0	0	0	0	4	0	0	83	76	хотать	7	VERB
5912	0	0	6	0	0	0	0	0	0	0	1284	1278	андрей	6	PROPN
5913	0	0	7	0	0	0	0	0	0	0	13	6	хилый	7	ADJ
5914	0	0	1	0	0	0	0	0	0	0	19	18	перевалочный	1	ADJ
5915	1	0	0	0	1	0	0	1	0	5	23	15	беспокоять	8	VERB
5916	0	0	1	0	0	0	0	8	0	0	40	31	двинуть	9	VERB
5917	0	1	1	0	0	0	0	0	0	1	19	16	припекать	3	VERB
5918	0	1	6	0	0	0	0	0	0	1	24	16	успокоиваться	8	VERB
5919	2	4	2	0	0	0	0	0	0	1	11	2	закрыать	9	VERB
5920	0	0	1	0	0	0	0	0	0	0	2	1	ленинска	1	NOUN
5921	0	0	4	0	0	0	0	0	0	0	5	1	менебыть	4	VERB
5922	0	0	0	0	0	0	0	2	0	3	31	26	снетать	5	VERB
5923	0	0	1	0	0	0	0	0	0	0	54	53	жёлтый	1	ADJ
5924	0	0	1	0	1	0	0	0	0	0	9	7	управляють	2	VERB
5925	0	0	2	0	0	0	0	0	0	0	21	19	слушайт	2	NOUN
5926	0	0	1	0	0	0	0	0	0	0	3	2	Губ	1	NOUN
5927	0	0	1	0	0	0	0	0	0	0	48	47	наследница	1	NOUN
5928	0	0	5	0	0	0	0	0	0	0	323	318	маркс	5	PROPN
5929	2	1	4	0	0	0	0	0	0	0	104	97	грустный	7	ADJ
5930	0	0	1	0	0	0	0	0	0	0	1	0	патриотичнотец	1	NOUN
5931	0	0	7	0	0	0	0	2	0	1	61	51	видить	10	VERB
5932	0	0	1	0	0	0	0	0	0	0	2	1	Маладовый	1	ADJ
5933	0	0	2	0	0	0	0	0	0	0	133	131	губа	2	NOUN
5934	0	0	1	0	0	0	0	1	0	0	10	8	опывать	2	VERB
5935	0	3	6	0	0	0	0	8	0	2	251	232	избивать	19	VERB
5936	3	2	8	0	5	0	0	28	0	6	611	559	ненавидеть	52	VERB
5937	0	0	11	0	0	0	0	0	0	0	942	931	теория	11	NOUN
5938	1	1	3	0	0	0	0	0	0	0	987	982	студент	5	NOUN
5939	0	0	1	0	1	0	0	0	0	2	13	9	показуху	4	ADV
5940	0	0	0	0	0	0	0	4	0	0	29	25	банкротить	4	VERB
5941	0	2	1	0	0	0	0	0	0	1	20	16	насывать	4	VERB
5942	0	0	1	0	0	0	0	0	0	0	18	17	Джугашвили	1	PROPN
5943	0	0	1	0	0	0	0	0	0	0	21	20	джугашвили	1	PROPN
5944	1	0	8	0	0	0	0	0	0	0	4433	4424	советский	9	ADJ
5945	1	2	2	0	0	0	0	4	2	1	86	74	возродить	12	VERB
5946	0	1	9	0	0	0	0	6	0	7	79	56	обсирать	23	VERB
5947	0	0	2	0	0	0	0	0	0	0	2	0	вышло.	2	NOUN
5948	1	0	5	0	0	0	0	1	0	0	6	-1	можетбыть	7	VERB
5949	0	0	12	1	0	0	0	3	0	1	44	27	примазываться	17	VERB
5950	1	0	2	0	0	0	0	2	0	1	14	8	убавлять	6	VERB
5951	0	0	0	0	0	0	0	0	0	1	1	0	проворовываться	1	VERB
5952	0	1	2	0	0	0	0	0	0	0	24	21	результативный	3	ADJ
5953	0	0	3	0	0	0	0	1	0	0	5	1	сосчитановиться	4	VERB
5954	0	0	1	0	0	0	0	0	0	0	1	0	просирывать	1	VERB
5955	0	0	0	0	0	0	0	1	0	1	6	4	ловать	2	VERB
5956	0	0	1	0	0	0	0	0	0	0	3	2	сокровища	1	NOUN
5957	0	0	1	0	0	0	0	0	0	0	1	0	ординарной	1	ADJ
5958	0	0	1	0	0	0	0	8	2	0	30	19	дорожить	11	VERB
5959	0	0	1	0	0	0	0	0	0	0	4	3	настальгировать	1	VERB
5960	6	2	13	0	0	0	4	0	0	0	1546	1521	нарушение	25	NOUN
5961	0	0	4	0	0	0	0	0	0	0	266	262	коренной	4	ADJ
5962	0	0	2	0	0	0	0	0	0	0	3	1	плагать	2	VERB
5963	0	0	1	0	0	0	0	0	0	1	1	-1	орбакавать	2	VERB
5964	0	0	0	0	0	0	0	0	0	1	2	1	йдать	1	VERB
5965	0	0	1	0	0	0	0	0	0	0	6	5	димый	1	ADJ
5966	0	0	9	0	0	0	0	0	0	0	9	0	навидеть	9	VERB
5967	0	0	2	0	0	0	0	0	0	0	3	1	здаваться	2	VERB
5968	0	0	1	0	0	0	0	0	0	0	1	0	похищенать	1	VERB
5969	0	0	1	0	0	0	0	0	0	1	2	0	хищить	2	VERB
5970	0	1	0	0	0	0	0	0	0	0	2	1	атеистичный	1	ADJ
5971	0	0	2	0	0	0	0	0	0	0	19	17	поровна	2	NOUN
5972	0	1	0	0	0	0	0	3	0	0	20	16	убять	4	VERB
5973	0	0	0	0	0	0	0	3	0	0	4	1	обрубивать	3	VERB
5974	1	2	0	0	0	0	0	10	0	0	75	62	поправлять	13	VERB
5975	1	6	4	0	0	0	0	0	0	0	435	424	перестройка	11	NOUN
5976	0	2	5	0	1	0	0	4	0	4	81	65	таскать	16	VERB
5977	1	1	0	0	1	0	0	10	0	0	34	21	допустывать	13	VERB
5978	0	0	7	0	0	0	0	0	0	0	534	527	кот	7	NOUN
5979	0	0	1	0	0	0	0	0	0	0	1	0	Слышный	1	ADJ
5980	0	0	10	0	0	0	0	0	0	0	25	15	чета	10	NOUN
5981	0	1	0	0	0	0	0	0	0	0	4	3	накармливать	1	VERB
5982	0	0	1	0	0	0	0	0	0	0	1	0	наслышалса	1	NOUN
5983	0	0	0	0	0	0	0	0	0	1	1	0	Спасуть	1	VERB
5984	2	0	12	0	1	0	0	0	0	1	79	63	езжать	16	VERB
5985	0	0	7	0	0	0	0	0	0	0	35	28	корысть	7	PART
5986	0	0	15	0	0	0	0	0	0	0	23	8	впервый	15	ADJ
5987	0	0	4	0	0	0	0	0	0	0	603	599	стратегия	4	NOUN
5988	1	0	2	0	0	0	0	1	0	0	19	15	оседлать	4	VERB
5989	0	3	6	0	0	0	0	9	0	4	118	96	пиариться	22	VERB
5990	0	0	4	0	0	0	0	0	0	0	374	370	эффективность	4	NOUN
5991	0	0	1	0	0	0	0	0	0	0	1	0	качесвенность	1	NOUN
5992	0	0	0	0	0	0	0	30	0	0	359	329	максимально	30	ADV
5993	0	0	1	0	0	0	0	0	0	0	7	6	очкануть	1	VERB
5994	1	0	0	0	0	0	0	0	0	0	1	0	Нашёваться	1	VERB
5995	0	4	8	0	1	0	0	4	0	0	36	19	заподозрить	17	VERB
5996	1	0	0	0	0	0	0	0	0	0	1	0	исозить	1	VERB
5997	2	3	19	0	0	0	3	0	0	0	3902	3875	помощь	27	VERB
5998	0	0	2	0	0	0	0	2	0	1	10	5	журить	5	VERB
5999	3	0	4	0	0	0	0	3	0	0	21	11	падёть	10	VERB
6000	1	0	0	0	0	0	0	0	0	0	2	1	ясновидящий	1	ADJ
6001	0	0	13	0	0	0	0	3	0	0	46	30	мучиться	16	VERB
